articleNr	reviewer_01	outlet	date	title	PUBL	COUNTRY	PUBDATE	PUBWEEK	count_ebolasurvivor	count_ebolavictim	count_liberia	count_guinea	count_sierraleone	count_westafrica	count_teresaromero	count_teresaromero ramos	count_spanish	count_spain	count_spanishnurse	count_excalibur	count_carlosiii hospital	count_thomaseric duncan	count_texaspresbyterian hospital	count_dallas	count_texas	count_ambervinson	count_emoryhospital	count_emoryuniversity hospital	count_dallasnurse	count_ninapham	count_nihclinical center	count_bethesda,maryland	count_kentbrantly	count_craigspencer	count_bellevuehospital	count_newyork doctor	count_willpooley	count_williampooley	count_pooley	count_britishnurse	count_britishebola victim	count_royalfree hospital	count_nancywritebol	count_ricksacra	count_ashokamukpo	count_cameraman	count_british-americannbc cameraman	count_martinsalia”	count_“universityof nebraska medical center	count_nebraskamedical center	count_leipzig	count_unworker	count_germanaid worker	count_stgeorg clinic	count_iancrozier	count_miguelpajares	count_brotherpajares	count_brothershospitallers of st. john of god	count_manuelgarcía viejo	count_manuelviejo	count_garciaviejo	count_garcíaviejo	count_sanjuan de dios	count_frenchnurse	count_frenchmedical worker	count_frenchaid worker	count_frenchun worker	count_frenchun employee	count_frenchunited nations worker	count_frenchunited nations employee	count_beginmilitary hospital	count_hospitalbegin	count_whoemployee	count_whoworker	count_worldhealth organisation worker	count_worldhealth organisation employee	count_worldhealth organization worker	count_worldhealth organization employee	count_hamburg	count_timowolf	count_frankfurt	count_norwegianwoman	count_norwegianvictim	count_msfworker	count_msfemployee	all
44	Fiona	The Guardian (London) 	October 21, 2014 Tuesday 	Notebook White History Month is already here Hugh Muir 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
45	Peter	The Guardian (London) - Final Edition 	October 21, 2014 Tuesday 	Journal: Opinion: Notebook: White History Month is already here 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
46	Kevin	The Inquirer (Monrovia) 	October 21, 2014 	Quarantine Ends for Ebola Patient's Contacts 	[LI] The Inquirer	LI	2014-10-21	42	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	5	5	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
47	Fathima	The Daily Telegraph (London) 	October 20, 2014 Monday  Edition 1; Scotland 	Ikea Ebola donation dwarfs Spain's 	[UK] The Telegraph	UK	2014-10-20	42	0	0	1	0	1	1	1	0	2	1	0	0	0	1	0	4	4	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
48	Jocelyn	The Guardian (London) - Final Edition 	October 20, 2014 Monday 	Journal: Opinion: Ebola: a proxy for American conservatives' hatred of Obama: The virus is a metaphor for all the right loathes, and puts the president's policies under renewed attack 	[UK] The Guardian	UK	2014-10-20	42	0	0	1	1	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
49	Caitlin	The Guardian (London) - Final Edition 	October 20, 2014 Monday 	'I just want to get back to work' - Ebola survivor Pooley returns to Sierra Leone: Decision was easy despite family's fears, says Briton: Nurse fears indifference to Africans' plight will return 	[UK] The Guardian	UK	2014-10-20	42	0	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
50	Sara	The Guardian (London) - Final Edition 	October 20, 2014 Monday 	Nurse 'has beaten virus' 	[UK] The Guardian	UK	2014-10-20	42	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
51	Ines	The Guardian (London) - Final Edition 	October 20, 2014 Monday 	All-clear for cruise ship fails to quell row over US response to virus 	[UK] The Guardian	UK	2014-10-20	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
52	Fathima	The Inquirer (Monrovia) 	October 20, 2014 	Minister Ngafuan Provides Update On Donation to Liberia 	[LI] The Inquirer	LI	2014-10-20	42	0	0	5	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
53	Kevin	The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 1; National Edition 	Carnival steadies after Ebola scare; Market report 	[UK] The Telegraph	UK	2014-10-18	41	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
54	Ines	The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 2; National Edition 	Ebola screening widens amid 'biggest threat in a generation' 	[UK] The Telegraph	UK	2014-10-18	41	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
55	Fiona	The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 2; National Edition 	Carnival steadies after Ebola scare; Market report 	[UK] The Telegraph	UK	2014-10-18	41	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
56	Fiona	The Guardian (London) - Final Edition 	October 18, 2014 Saturday 	Saturday: Opinion: Isis and Ebola: the twin threats that reveal our impotence: In our sense of terror, both feed each other. But from airports to airstrikes, the response is ineffective 	[UK] The Guardian	UK	2014-10-18	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57	Sara	The Guardian (London) - Final Edition 	October 18, 2014 Saturday 	Ebola: Ebola 'hysteria' in west could be hampering nursing call up 	[UK] The Guardian	UK	2014-10-18	41	0	0	3	0	5	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
58	Peter	The Guardian (London) 	October 18, 2014 Saturday 	Isis and Ebola: the twin threats that reveal our impotence Jonathan Freedland: In our sense of terror, both feed each other. But from airports to airstrikes, the response is ineffective 	[UK] The Guardian	UK	2014-10-18	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
59	Kevin	The Guardian (London) 	October 18, 2014 Saturday 	Ebola 'hysteria' in west could be hampering nursing call up 	[UK] The Guardian	UK	2014-10-18	41	0	0	3	0	5	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
60	Fathima	DAILY MAIL (London) 	October 17, 2014 Friday 	AIR PASSENGER IN PROTECTIVE SUIT AS EBOLA FEARS START TO GRIP THE WEST 	[UK] The Daily Mail	UK	2014-10-17	41	0	0	3	0	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
61	Kevin	The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 1; National Edition 	Ebola may be gruesome but it's not the biggest threat to Africa; Malaria has killed 70 times more people this year - eventhough it's very easy to prevent 	[UK] The Telegraph	UK	2014-10-17	41	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
62	Ines	The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 1; National Edition 	US hospital apologises over Ebola 'chaos' 	[UK] The Telegraph	UK	2014-10-17	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
63	Fiona	The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 1; National Edition 	Health chiefs increase efforts to aid 15 African countries 	[UK] The Telegraph	UK	2014-10-17	41	0	0	3	1	1	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
64	Sara	The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 2; National Edition 	US hospital apologises over Ebola 'chaos' 	[UK] The Telegraph	UK	2014-10-17	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
65	Ines	The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 3; National Edition 	US hospital apologises over Ebola 'chaos' 	[UK] The Telegraph	UK	2014-10-17	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
66	Matt	The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 1; Scotland 	Ebola airport checks must take place across Europe, says Cameron 	[UK] The Telegraph	UK	2014-10-17	41	0	0	2	1	2	2	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
67	Matt	The Guardian (London) - Final Edition 	October 17, 2014 Friday 	Factory figures help bring calm to markets after days of turmoil: Central bank intervention in US adds to optimism: EU forced to pledge 'all help possible' to Greece 	[UK] The Guardian	UK	2014-10-17	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
68	Matt	The Guardian (London) - Final Edition 	October 17, 2014 Friday 	Ebola crisis: Spanish scare 	[UK] The Guardian	UK	2014-10-17	41	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
69	Sara	The Guardian (London) - Final Edition 	October 17, 2014 Friday 	Ebola crisis: Texas: Hospital apologises for misdiagnosis and misinforming the public 	[UK] The Guardian	UK	2014-10-17	41	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
70	Richard	The Guardian (London) - Final Edition 	October 17, 2014 Friday 	Ebola crisis: Vaccine may be only chance to control disease: Shots being fast-tracked through trials could be used on frontline by Christmas 	[UK] The Guardian	UK	2014-10-17	41	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
71	Lindsay	DAILY MAIL (London) 	October 16, 2014 Thursday 	EBOLA WIPES £46BN OFF UK SHARES 	[UK] The Daily Mail	UK	2014-10-16	41	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
72	Fiona	The Daily Telegraph (London) 	October 16, 2014 Thursday  Edition 1; National Edition 	Second US nurse falls victim to Ebola virus 	[UK] The Telegraph	UK	2014-10-16	41	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	3	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
73	Fiona	The Daily Telegraph (London) 	October 16, 2014 Thursday  Edition 3; National Edition 	Second US nurse falls victim to Ebola virus 	[UK] The Telegraph	UK	2014-10-16	41	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	3	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
74	Peter	The Guardian (London) - Final Edition 	October 16, 2014 Thursday 	Shares slump amid fears of global slowdown: Biggest one-day fall for FTSE 100 since June 2013: Oil price at four-year low but Opec reluctant to act 	[UK] The Guardian	UK	2014-10-16	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
75	Sara	The Guardian (London) - Final Edition 	October 16, 2014 Thursday 	Ebola crisis: Search is on for 132 passengers who flew with infected nurse: Appeal to find those on a flight from Cleveland to Dallas, as officials examine how another nurse contracted the disease 	[UK] The Guardian	UK	2014-10-16	41	0	0	2	1	1	1	0	0	0	0	0	0	0	2	0	7	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
76	Kevin	The Guardian (London) - Final Edition 	October 16, 2014 Thursday 	Ebola crisis: Back to the frontline 	[UK] The Guardian	UK	2014-10-16	41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
77	Caitlin	The Guardian (London) - Final Edition 	October 15, 2014 Wednesday 	Front: Ebola: warning of 10,000 new cases a week: Health chief predicts rapid spread of virus with death rate running at 70% 	[UK] The Guardian	UK	2014-10-15	41	0	0	6	2	4	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
78	Kevin	The Guardian (London) - Final Edition 	October 15, 2014 Wednesday 	G2: America needs to stop talking about Ebola as if it's just another Dustin Hoffman germ-thriller 	[UK] The Guardian	UK	2014-10-15	41	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
79	Kevin	DAILY MAIL (London) 	October 14, 2014 Tuesday 	HUNT'S WARNING AS HEATHROW SCREENING STARTS TODAY 	[UK] The Daily Mail	UK	2014-10-14	41	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
80	Lindsay	DAILY MAIL (London) 	October 14, 2014 Tuesday 	NO HEADLINE AVAILABLE 	[UK] The Daily Mail	UK	2014-10-14	41	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
81	Richard	The Daily Telegraph (London) 	October 14, 2014 Tuesday  Edition 1; National Edition 	Ebola screening may 'only catch flu patients and disrupt flights' 	[UK] The Telegraph	UK	2014-10-14	41	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
82	Jocelyn	The Daily Telegraph (London) 	October 14, 2014 Tuesday  Edition 3; National Edition 	Ebola crisis could rival Aids epidemic, says health minister 	[UK] The Telegraph	UK	2014-10-14	41	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
83	Lindsay	The Daily Telegraph (London) 	October 14, 2014 Tuesday  Edition 1; Scotland 	Airport Ebola screening will do little except catch flu patients, experts warn 	[UK] The Telegraph	UK	2014-10-14	41	0	0	2	1	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
84	Richard	The Guardian (London) 	October 14, 2014 Tuesday 	US health authorities urged to improve treatment plan: International response 	[UK] The Guardian	UK	2014-10-14	41	0	0	4	1	1	1	1	1	3	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
85	Kevin	The Guardian (London) - Final Edition 	October 14, 2014 Tuesday 	Ebola crisis: International response: US health authorities urged to improve treatment plan 	[UK] The Guardian	UK	2014-10-14	41	0	0	3	1	1	3	1	1	3	2	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
86	Fathima	The Analyst 	October 13, 2014 	House Crushes Ellen's Request - Senate Embroiled in Debate for Excess Executive Powers 	[LI] The Analyst	LI	2014-10-13	41	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
87	Matt	DAILY MAIL (London) 	October 13, 2014 Monday 	SCREENING WON'T STOP EBOLA FROM REACHING BRITAIN' 	[UK] The Daily Mail	UK	2014-10-13	41	0	0	2	1	2	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
88	Richard	The Daily Telegraph (London) 	October 13, 2014 Monday  Edition 2; National Edition 	Nurse becomes first victim of Ebola virus transmission in America 	[UK] The Telegraph	UK	2014-10-13	41	0	2	2	0	0	2	0	0	0	1	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
89	Sara	The Guardian (London) - Final Edition 	October 13, 2014 Monday 	Ebola crisis: Spanish nurse stable 	[UK] The Guardian	UK	2014-10-13	41	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
90	Lindsay	The Guardian (London) - Final Edition 	October 13, 2014 Monday 	Ebola crisis: Analysis: Challenge of staying alive on the frontline 	[UK] The Guardian	UK	2014-10-13	41	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
91	Caitlin	The Guardian (London) - Final Edition 	October 13, 2014 Monday 	Ebola crisis: Texas hospital worker contracts Ebola: Woman had worn correct kit while caring for patient: Other staff may have been exposed, says health chief 	[UK] The Guardian	UK	2014-10-13	41	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
92	Kevin	The Guardian (London) - Final Edition 	October 13, 2014 Monday 	Ebola crisis: London mayor says virus is almost certain to reach UK 	[UK] The Guardian	UK	2014-10-13	41	0	0	2	2	2	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
93	Lindsay	The Analyst 	October 12, 2014 	Ebola Is No Curse From God - Rev. Dr. Kortu Brown 	[LI] The Analyst	LI	2014-10-12	41	0	1	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
94	Fiona	MAIL ON SUNDAY (London) 	October 12, 2014 Sunday 	AND DRESS REHEARSAL IN TYNE AND WEAR 	[UK] The Daily Mail	UK	2014-10-12	41	0	0	0	0	1	4	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
95	Caitlin	MAIL ON SUNDAY (London) 	October 12, 2014 Sunday 	AND DRESS REHEARSAL IN TYNE AND WEAR 	[UK] The Daily Mail	UK	2014-10-12	41	0	0	0	0	1	4	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
96	Ines	DAILY MAIL (London) 	October 11, 2014 Saturday 	EUROZONE IS IN EYE OF A STORM 	[UK] The Daily Mail	UK	2014-10-11	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
