articleNr	reviewer_02	outlet	date	title	PUBL	COUNTRY	PUBDATE	PUBWEEK	count_ebolasurvivor	count_ebolavictim	count_liberia	count_guinea	count_sierraleone	count_westafrica	count_teresaromero	count_teresaromero ramos	count_spanish	count_spain	count_spanishnurse	count_excalibur	count_carlosiii hospital	count_thomaseric duncan	count_texaspresbyterian hospital	count_dallas	count_texas	count_ambervinson	count_emoryhospital	count_emoryuniversity hospital	count_dallasnurse	count_ninapham	count_nihclinical center	count_bethesda,maryland	count_kentbrantly	count_craigspencer	count_bellevuehospital	count_newyork doctor	count_willpooley	count_williampooley	count_pooley	count_britishnurse	count_britishebola victim	count_royalfree hospital	count_nancywritebol	count_ricksacra	count_ashokamukpo	count_cameraman	count_british-americannbc cameraman	count_martinsalia”	count_“universityof nebraska medical center	count_nebraskamedical center	count_leipzig	count_unworker	count_germanaid worker	count_stgeorg clinic	count_iancrozier	count_miguelpajares	count_brotherpajares	count_brothershospitallers of st. john of god	count_manuelgarcía viejo	count_manuelviejo	count_garciaviejo	count_garcíaviejo	count_sanjuan de dios	count_frenchnurse	count_frenchmedical worker	count_frenchaid worker	count_frenchun worker	count_frenchun employee	count_frenchunited nations worker	count_frenchunited nations employee	count_beginmilitary hospital	count_hospitalbegin	count_whoemployee	count_whoworker	count_worldhealth organisation worker	count_worldhealth organisation employee	count_worldhealth organization worker	count_worldhealth organization employee	count_hamburg	count_timowolf	count_frankfurt	count_norwegianwoman	count_norwegianvictim	count_msfworker	count_msfemployee	all
93	Lindsay	The Analyst 	October 12, 2014 	Ebola Is No Curse From God - Rev. Dr. Kortu Brown 	[LI] The Analyst	LI	2014-10-12	41	0	1	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
95	Kevin	MAIL ON SUNDAY (London) 	October 12, 2014 Sunday 	AND DRESS REHEARSAL IN TYNE AND WEAR 	[UK] The Daily Mail	UK	2014-10-12	41	0	0	0	0	1	4	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
97	Fathima	DAILY MAIL (London) 	October 11, 2014 Saturday 	TRAVEL FIRMS SEE STOCK GROUNDED 	[UK] The Daily Mail	UK	2014-10-11	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
99	Fiona	DAILY MAIL (London) 	October 11, 2014 Saturday 	ANGRY NURSES PELT SPAIN PM WITH RUBBER GLOVES 	[UK] The Daily Mail	UK	2014-10-11	40	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
101	Ines	The Daily Telegraph (London) 	October 11, 2014 Saturday  Edition 1; National Edition 	EBOLA NOW THREATENS THE WHOLE WORLD; The latest outbreak of the lethal disease is very different - worse still, it could mutate into something even more deadly, says Tim Butcher, who knows the infected area well 	[UK] The Telegraph	UK	2014-10-11	40	0	0	5	4	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
103	Matt	The Daily Telegraph (London) 	October 11, 2014 Saturday  Edition 1; Scotland 	No flight home if British nurses contract ebola 	[UK] The Telegraph	UK	2014-10-11	40	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
105	Matt	The Guardian (London) 	October 11, 2014 Saturday 	Staff refuse to treat suspected Ebola cases at Madrid hospital 	[UK] The Guardian	UK	2014-10-11	40	0	0	1	0	1	1	1	1	1	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
107	Matt	The Guardian (London) - Final Edition 	October 11, 2014 Saturday 	Markets tumble as bad news snowballs: Investors are spooked by Ebola, prospect of a global slowdown and tensions in Middle East and Ukraine 	[UK] The Guardian	UK	2014-10-11	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
109	Sara	The Guardian (London) - Final Edition 	October 11, 2014 Saturday 	Saturday: Ebola is frightening, but so are the prejudices such outbreaks provoke 	[UK] The Guardian	UK	2014-10-11	40	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
111	Fathima	DAILY MAIL (London) 	October 10, 2014 Friday 	FEARS OVER AUSTRALIAN VOLUNTEER NURSE 	[UK] The Daily Mail	UK	2014-10-10	40	0	1	2	1	3	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
113	Kevin	The Daily Telegraph (London) 	October 10, 2014 Friday  Edition 2; National Edition 	Isolation ward firm lifted by Ebola fight while travel companies suffer; Market report 	[UK] The Telegraph	UK	2014-10-10	40	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
115	Fathima	The Daily Telegraph (London) 	October 10, 2014 Friday  Edition 1; National Edition 	Nurses calling in sick to avoid risk of infection 	[UK] The Telegraph	UK	2014-10-10	40	0	0	0	0	0	0	1	1	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
117	Jocelyn	The Daily Telegraph (London) 	October 10, 2014 Friday  Edition 1; Scotland 	Nurses calling in sick to avoid risk of infection 	[UK] The Telegraph	UK	2014-10-10	40	0	0	0	0	0	0	1	1	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
119	Ines	The Guardian (London) - Final Edition 	October 10, 2014 Friday 	Journal: Opinion: Long after this panic, Africa will still be paying the price: The Ebola crisis has put years of progress across the continent at risk. If you fear anything, fear that 	[UK] The Guardian	UK	2014-10-10	40	0	0	1	0	3	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
121	Peter	The Guardian (London) - Final Edition 	October 10, 2014 Friday 	Front: UK airports to screen for Ebola symptoms 	[UK] The Guardian	UK	2014-10-10	40	0	0	3	2	2	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
123	Matt	The Guardian (London) - Final Edition 	October 10, 2014 Friday 	Ebola crisis: Global summit pledges action to beat 'the biggest health threat since Aids': IMF, World Bank and UN admit world's response has not kept pace with illness 	[UK] The Guardian	UK	2014-10-10	40	0	0	3	2	4	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
125	Matt	The Guardian (London) - Final Edition 	October 10, 2014 Friday 	Journal: Editorial: Ebola: A frightening virus and the curse of fear itself 	[UK] The Guardian	UK	2014-10-10	40	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
127	Lindsay	DAILY MAIL (London) 	October 9, 2014 Thursday 	EUROZONE FLIRTS WITH DISASTER 	[UK] The Daily Mail	UK	2014-10-09	40	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
129	Lindsay	The Daily Telegraph (London) 	October 9, 2014 Thursday  Edition 1; National Edition 	Tesco moves up again with analyst support but Ebola worries hit FTSE; Market report 	[UK] The Telegraph	UK	2014-10-09	40	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
131	Jocelyn	The Daily Telegraph (London) 	October 9, 2014 Thursday  Edition 1; National Edition 	A time to be vigilant; THE DAILY TELEGRAPH Established 1855 	[UK] The Telegraph	UK	2014-10-09	40	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
133	Matt	The Daily Telegraph (London) 	October 9, 2014 Thursday  Edition 1; National Edition 	Dog's death angers animal lovers; Pet pays price 	[UK] The Telegraph	UK	2014-10-09	40	0	0	0	0	0	0	1	1	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
135	Sara	The Guardian (London) - Final Edition 	October 9, 2014 Thursday 	Front: Global 'failure' to grip Ebola crisis attacked: Demand for $2obn fund as cases in: Spain and US fuel fear of pandemic 	[UK] The Guardian	UK	2014-10-09	40	0	0	3	1	4	8	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
137	Sara	The Guardian (London) - Final Edition 	October 9, 2014 Thursday 	Ebola crisis: Top hospitals prepare for possibility of UK outbreak: Isolation wards prepared and 600 extra military personnel sent to Sierra Leone 	[UK] The Guardian	UK	2014-10-09	40	0	0	1	1	3	3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
139	Jocelyn	The Daily Telegraph (London) 	October 8, 2014 Wednesday  Edition 1; National Edition 	Ebola worries and lower IMF global growth forecast weigh on equities; Market report 	[UK] The Telegraph	UK	2014-10-08	40	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
141	Ines	The Daily Telegraph (London) 	October 8, 2014 Wednesday  Edition 2; National Edition 	British fiancee can only talk to Ebola victim by video link 	[UK] The Telegraph	UK	2014-10-08	40	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
143	Kevin	The Daily Telegraph (London) 	October 8, 2014 Wednesday  Edition 3; National Edition 	Hospitals on standby for UK Ebola outbreak 	[UK] The Telegraph	UK	2014-10-08	40	0	0	1	1	4	6	0	0	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
145	Fathima	The Guardian (London) - Final Edition 	October 8, 2014 Wednesday 	Modern travel makes incidents of Ebola in Europe unavoidable, WHO director warns: PM to chair Cobra meeting on 'very serious situation': Health agency insists that risk in Britain remains low 	[UK] The Guardian	UK	2014-10-08	40	0	0	0	0	1	4	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
147	Fathima	Guardian.com 	October 8, 2014 Wednesday 	FTSE falters again on economy concerns while Ebola fears hit travel shares 	[UK] The Guardian	UK	2014-10-08	40	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
149	Richard	The Daily Telegraph (London) 	October 7, 2014 Tuesday  Edition 1; National Edition 	Spanish nurse becomes first Ebola victim to contract virus outside Africa 	[UK] The Telegraph	UK	2014-10-07	40	0	1	5	1	2	2	0	0	4	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
151	Peter	The Guardian (London) 	October 7, 2014 Tuesday 	Nurse in Spain falls ill with Ebola: First reported case of infection outside Africa Spanish hospitals are ill-equipped, union says 	[UK] The Guardian	UK	2014-10-07	40	0	0	5	0	1	2	0	0	3	5	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
153	Fathima	The Guardian (London) - Final Edition 	October 7, 2014 Tuesday 	Analysis: Without care, panic could spread quicker than the virus 	[UK] The Guardian	UK	2014-10-07	40	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
155	Caitlin	The Guardian (London) - Final Edition 	October 7, 2014 Tuesday 	Analysis: Without care, panic could spread quicker than the virus 	[UK] The Guardian	UK	2014-10-07	40	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
157	Jocelyn	The Daily Telegraph (London) 	October 6, 2014 Monday  Edition 1; National Edition 	Cameraman with Ebola to land in US as patient in Texas takes turn for the worse 	[UK] The Telegraph	UK	2014-10-06	40	0	0	3	0	1	2	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
159	Jocelyn	The Inquirer (Monrovia) 	October 06, 2014 	Photo Journalist Identifies With NAPUL 	[LI] The Inquirer	LI	2014-10-06	40	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
161	Caitlin	The Daily Telegraph (London) 	October 4, 2014 Saturday  Edition 1; National Edition 	We've made the Ebola crisis worse 	[UK] The Telegraph	UK	2014-10-04	39	0	0	4	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
163	Sara	The Daily Telegraph (London) 	October 3, 2014 Friday  Edition 1; National Edition 	Ebola could become airborne, warns UN chief 	[UK] The Telegraph	UK	2014-10-03	39	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
165	Ines	The Daily Telegraph (London) 	October 3, 2014 Friday  Edition 2; National Edition 	Ebola could become airborne , warns UN chief 	[UK] The Telegraph	UK	2014-10-03	39	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
167	Kevin	The Inquirer (Monrovia) 	October 03, 2014 	Gov't to Prosecute Ebola Man in U.S. 	[LI] The Inquirer	LI	2014-10-03	39	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
169	Sara	DAILY MAIL (London) 	August 25, 2014 Monday 	HERO NURSE HIT 	[UK] The Daily Mail	UK	2014-08-25	34	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
171	Sara	DAILY MAIL (London) 	August 25, 2014 Monday 	SEALED WARD WILL BE HOME FOR MONTHS 	[UK] The Daily Mail	UK	2014-08-25	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
173	Jocelyn	The Daily Telegraph (London) 	August 25, 2014 Monday  Edition 2; National Edition 	Doctors pin hopes on experimental drugs to treat British Ebola patient 	[UK] The Telegraph	UK	2014-08-25	34	0	0	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
175	Fiona	The Daily Telegraph (London) 	August 25, 2014 Monday  Edition 1; Scotland 	First British Ebola victim is flown home by the RAF 	[UK] The Telegraph	UK	2014-08-25	34	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
177	Fathima	The Guardian (London) - Final Edition 	August 25, 2014 Monday 	British Ebola patient flies to UK for treatment: Healthcare worker to be taken to isolation unit: Risk to the public remains low, says health chief 	[UK] The Guardian	UK	2014-08-25	34	0	0	4	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
179	Sara	MAIL ON SUNDAY (London) 	August 24, 2014 Sunday 	UK EBOLA ALERT AS INFECTED MEDIC TO FLY HOME 	[UK] The Daily Mail	UK	2014-08-24	34	0	0	5	3	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
181	Fiona	The Guardian (London) - Final Edition 	August 23, 2014 Saturday 	European alarm 	[UK] The Guardian	UK	2014-08-23	33	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
183	Fiona	The Daily Telegraph (London) 	August 22, 2014 Friday  Edition 2; National Edition 	I am thrilled to be alive, says American survivor given experimental drug treatment; Ebola outbreak 	[UK] The Telegraph	UK	2014-08-22	33	0	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
185	Matt	The Daily Telegraph (London) 	August 21, 2014 Thursday  Edition 1; National Edition 	Violence as Liberia seals off slum to halt spread of Ebola 	[UK] The Telegraph	UK	2014-08-21	33	0	0	4	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
187	Richard	The Daily Telegraph (London) 	August 19, 2014 Tuesday  Edition 2; National Edition 	A very animated riposte to criticism; One-star review prompts screenwriter to compare Telegraph journalist to Ebola virus and the crisis in Gaza 	[UK] The Telegraph	UK	2014-08-19	33	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
189	Kevin	DAILY MAIL (London) 	August 13, 2014 Wednesday 	EBOLA? THAT DOESN'T SCARE ME, SAYS ANNE 	[UK] The Daily Mail	UK	2014-08-13	32	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
191	Kevin	DAILY MAIL (London) 	August 13, 2014 Wednesday 	EBOLA? THAT DOESN'T SCARE ME, SAYS ANNE 	[UK] The Daily Mail	UK	2014-08-13	32	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
193	Fathima	The Daily Telegraph (London) 	August 13, 2014 Wednesday  Edition 1; National Edition 	Spanish priest becomes the first European to die of Ebola virus 	[UK] The Telegraph	UK	2014-08-13	32	0	0	7	1	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
195	Lindsay	Guardian.com 	August 12, 2014 Tuesday 	Ebola: Spanish missionary dies of disease after being flown to Madrid 	[UK] The Guardian	UK	2014-08-12	32	0	0	5	1	0	1	0	0	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
197	Richard	DAILY MAIL (London) 	August 9, 2014 Saturday 	EBOLA NOW A THREAT TO WHOLE WORLD 	[UK] The Daily Mail	UK	2014-08-09	31	0	0	2	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
