outlet	date	title	PUBL	COUNTRY	PUBDATE	PUBWEEK	count_ebolasurvivor	count_ebolavictim	count_liberia	count_guinea	count_sierraleone	count_westafrica	count_teresaromero	count_teresaromero ramos	count_spanish	count_spain	count_spanishnurse	count_excalibur	count_carlosiii hospital	count_thomaseric duncan	count_texaspresbyterian hospital	count_dallas	count_texas	count_ambervinson	count_emoryhospital	count_emoryuniversity hospital	count_dallasnurse	count_ninapham	count_nihclinical center	count_bethesda,maryland	count_kentbrantly	count_craigspencer	count_bellevuehospital	count_newyork doctor	count_willpooley	count_williampooley	count_pooley	count_britishnurse	count_britishebola victim	count_royalfree hospital	count_nancywritebol	count_ricksacra	count_ashokamukpo	count_cameraman	count_british-americannbc cameraman	count_martinsalia”	count_“universityof nebraska medical center	count_nebraskamedical center	count_leipzig	count_unworker	count_germanaid worker	count_stgeorg clinic	count_iancrozier	count_miguelpajares	count_brotherpajares	count_brothershospitallers of st. john of god	count_manuelgarcía viejo	count_manuelviejo	count_garciaviejo	count_garcíaviejo	count_sanjuan de dios	count_frenchnurse	count_frenchmedical worker	count_frenchaid worker	count_frenchun worker	count_frenchun employee	count_frenchunited nations worker	count_frenchunited nations employee	count_beginmilitary hospital	count_hospitalbegin	count_whoemployee	count_whoworker	count_worldhealth organisation worker	count_worldhealth organisation employee	count_worldhealth organization worker	count_worldhealth organization employee	count_hamburg	count_timowolf	count_frankfurt	count_norwegianwoman	count_norwegianvictim	count_msfworker	count_msfemployee
The Guardian 	October 22, 2014 Wednesday 3:31 AM GMT  	Parliament to consider red tape reduction - politics live; Politics-as-usual resumes after a day of tributes for the former Labor prime minister, Gough Whitlam. The Coalition will proceed with repeal of various regulations, as the House sits and Senate estimates hearings continue. All the developments from Canberra, live 	[UK] The Guardian	UK	2014-10-22	42	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 22, 2014 Wednesday 12:34 AM GMT  	Spanish nurse free of Ebola after more than two weeks in hospital; Tests for virus come back negative for Teresa Romero Ramos, first person to contract disease outside west Africa 	[UK] The Guardian	UK	2014-10-22	42	1	0	0	0	0	2	1	1	1	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 22, 2014 Wednesday 12:03 AM GMT  	Ebola: Liberian president phones Dallas mayor about infected nurses; Exclusive: Mike Rawlings said President Ellen Johnson Sirleaf had said she felt accountable for the situation in the Texan city 	[UK] The Guardian	UK	2014-10-22	42	0	0	6	0	0	1	0	0	0	0	0	0	0	1	0	5	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 22, 2014 Wednesday 	Spain: Nurse free of Ebola after two weeks in hospital 	[UK] The Guardian	UK	2014-10-22	42	1	0	0	0	0	2	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 22, 2014 Wednesday 	Journal: Letter: How to help deal with the Ebola outbreak 	[UK] The Guardian	UK	2014-10-22	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 22, 2014 Wednesday 	Journal: Letter: How to help deal with the Ebola outbreak 	[UK] The Guardian	UK	2014-10-22	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 22, 2014 	Welcoming the U.S. Military Mentorship [editorial] 	[LI] The Inquirer	LI	2014-10-22	42	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 22, 2014 	Gov't Announces New Strategies 	[LI] The Inquirer	LI	2014-10-22	42	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 22, 2014 	'China Stands With Liberia' 	[LI] The Inquirer	LI	2014-10-22	42	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 22, 2014 	CLIM Distributes Fourth Round of Sanitizing Materials 	[LI] The Inquirer	LI	2014-10-22	42	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 22, 2014 	Cuban Doctors Arrive Today 	[LI] The Inquirer	LI	2014-10-22	42	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 22, 2014 	Lofa Almost Declare Ebola Free 	[LI] The Inquirer	LI	2014-10-22	42	0	0	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 22, 2014 	U.S. Military, AFL Partnering to Fight Ebola 	[LI] The Inquirer	LI	2014-10-22	42	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	October 21, 2014 Tuesday 	STOCKS DROP ON OIL PRICE SLUMP 	[UK] The Daily Mail	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	October 21, 2014 Tuesday 	BY THE WAY...STOP SPITTING IN THE STREET TO CONTAIN DISEASE 	[UK] The Daily Mail	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	October 21, 2014 Tuesday 	FAMILIES DESPERATE FOR RIGHT TO BE GIVEN UNTESTED 'LAST CHANCE' DRUGS 	[UK] The Daily Mail	UK	2014-10-21	42	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 21, 2014 Tuesday  Edition 1; National Edition 	Ebola undercuts IMF Africa forecast 	[UK] The Telegraph	UK	2014-10-21	42	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 21, 2014 Tuesday  Edition 2; National Edition 	Ebola 'to cut Africa growth'; News Bulletin 	[UK] The Telegraph	UK	2014-10-21	42	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 21, 2014 Tuesday  Edition 1; National Edition 	Nigeria declared Ebola-free after 1,000 put in quarantine 	[UK] The Telegraph	UK	2014-10-21	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 21, 2014 Tuesday 7:45 PM GMT  	How to help deal with the Ebola outbreak 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 21, 2014 Tuesday 7:41 PM GMT  	Justine Greening meets British Ebola survivor Will Pooley in Sierra Leone; Minister visits Freetown clinic as part of UK £125m response to crisis, meeting nurse who returned after recovering from virus 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 21, 2014 Tuesday 6:17 PM GMT  	Rapper Cam'ron issues Ebola surgical masks as merchandise; Dipset member claims the official Cam'ron Ebola Mask will 'provide complete protection' from the deadly disease 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 21, 2014 Tuesday 11:45 AM GMT  	You might be a politician if... you tried to defund Ebola research, only to campaign on Ebola fear; It takes the perception of a crisis to make policymakers treat public health like a serious issue. Now that's a tragedy 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 21, 2014 Tuesday 11:24 AM GMT  	Parents of nurse who survived Ebola back his decision to return to Africa; William Pooley's parents, Robin and Jackie, speak of their pride at their son's bravery in facing risk of catching disease again 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 21, 2014 Tuesday 10:58 AM GMT  	Ebola: you've read about the disease, now buy the merchandise!; Everyone knows about Ebola - which makes it a dream marketing possibility for companies unhindered by sensitivity. Here's a selection of their varied wares 	[UK] The Guardian	UK	2014-10-21	42	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 21, 2014 Tuesday 10:32 AM GMT  	Rapper Cam'ron issues ebola surgical masks as merchandise; Dipset member claims the official Cam'ron Ebola Mask will 'provide complete protection' from the deadly disease 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 21, 2014 Tuesday 8:02 AM GMT  	Rapper Cam'ron issues ebola surgical masks as merchandise; Dipset member claims the official Cam'ron Ebola Mask will 'provide complete protection' from the deadly disease 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 21, 2014 Tuesday 12:30 AM GMT  	It's Black History Month, and some responses are a tad predictable; The Florence Nightingale lobby is sharpening its pencils as the White History Month brigade limbers up 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 21, 2014 Tuesday 12:21 AM GMT  	Only three Ebola-infected travellers per month are likely to fly from west Africa; Lancet study says that exit screening from Ebola-hit countries most efficient; only 8.7% of travellers from the region go to UK 	[UK] The Guardian	UK	2014-10-21	42	0	0	1	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 21, 2014 Tuesday 	Notebook White History Month is already here Hugh Muir 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 21, 2014 Tuesday 	Cameron has now passed the point of no return on Europe Polly Toynbee: The prime minister's impossible red lines on the EU will place him in the 'out' camp in any referendum 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 21, 2014 Tuesday 	G2: On the Ebola frontline We must honour the Nigerian doctor who stopped the disease spreading 	[UK] The Guardian	UK	2014-10-21	42	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 21, 2014 Tuesday 	G2: Merchandising: BUY NOW, WHILE STOCKS LAST!: Let's make lots of money ... out of Ebola! 	[UK] The Guardian	UK	2014-10-21	42	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 21, 2014 Tuesday 	Radio 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 21, 2014 Tuesday 	UK airport checks for Ebola won't work, say experts, as Nigeria beats virus 	[UK] The Guardian	UK	2014-10-21	42	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 21, 2014 Tuesday 	Journal: Opinion: Notebook: White History Month is already here 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 21, 2014 Tuesday 	Journal: Opinion: Cameron has now passed the point of no return on Europe: The prime minister's impossible red lines on the EU will place him in the 'out' camp in any referendum 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 21, 2014 Tuesday 	G2: On the Ebola frontline We must honour the Nigerian doctor who stopped the disease spreading 	[UK] The Guardian	UK	2014-10-21	42	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 21, 2014 Tuesday 	G2: Shortcuts: Merchandising: Let's make lots of money ... out of Ebola! 	[UK] The Guardian	UK	2014-10-21	42	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 21, 2014 Tuesday 	UK airport checks for Ebola won't work, say experts, as Nigeria beats virus 	[UK] The Guardian	UK	2014-10-21	42	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 21, 2014 	LCP Ends Cross Border Social Mobilization Confab 	[LI] The Inquirer	LI	2014-10-21	42	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 21, 2014 	CDC Holds Workshop for Five County Officers 	[LI] The Inquirer	LI	2014-10-21	42	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 21, 2014 	U.S., Commerce Hold Business Development Forum 	[LI] The Inquirer	LI	2014-10-21	42	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 21, 2014 	Ebola Cases Dropping From 10 to 3 Daily 	[LI] The Inquirer	LI	2014-10-21	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 21, 2014 	Chris Neyor Pledges Support to Trade Center 	[LI] The Inquirer	LI	2014-10-21	42	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 21, 2014 	Quarantine Ends for Ebola Patient's Contacts 	[LI] The Inquirer	LI	2014-10-21	42	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	5	5	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 21, 2014 	Reduction About the Case of Ebola - Good News, But... [opinion] 	[LI] The Inquirer	LI	2014-10-21	42	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 21, 2014 	'Anyone Who Wants to Make Profit of Ebola Will Lose' 	[LI] The Inquirer	LI	2014-10-21	42	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 20, 2014 Monday  Edition 1; National Edition 	Untested drugs for DYING patients 	[UK] The Telegraph	UK	2014-10-20	42	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 20, 2014 Monday  Edition 1; Scotland 	Senior medical figures back plans to offer dying patients access to untested treatments 	[UK] The Telegraph	UK	2014-10-20	42	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 20, 2014 Monday  Edition 1; Scotland 	Ikea Ebola donation dwarfs Spain's 	[UK] The Telegraph	UK	2014-10-20	42	0	0	1	0	1	1	1	0	2	1	0	0	0	1	0	4	4	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 20, 2014 Monday 8:40 AM GMT  	Speaker Bronwyn Bishop faces questions on 'burqa ban' - politics live; Parliament's presiding officers reverse controversial decision to ban facial coverings in public galleries of parliament; foreign minister Julie Bishop signs off on the legal arrangements for the deployment of Australian special forces in Iraq; and the prime minister attends the inauguration of Joko Widodo in Jakarta; plus all the developments from Canberra, live 	[UK] The Guardian	UK	2014-10-20	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 20, 2014 Monday 8:39 AM GMT  	Today's media stories from the papers; Our roundup of the day's media stories, including Ipso to pursue Brooks Newmark inquiry and Karen Blackett interview If you are viewing this on the web and would like to get our email every morning, please click here 	[UK] The Guardian	UK	2014-10-20	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
